"id","created","name","position","foot","height","weight","dob","cityob","countryob","nt","club","age"
"caef7840","2021-12-30 16:18:56","Alexis Flips","FW","84% Right",178,70,"January 18, 2000","Villeneuve d'Ascq","France",NULL,"Reims",21
"caffaf5a","2021-12-30 16:53:35","Maya Yoshida","DF (CB)","82% Right",189,81,"August 24, 1988","Nagasaki-shi","Japan","Japan","Sampdoria",33
"cb11b429","2021-12-30 16:43:53","Patrick Wimmer","MF","76% Right",182,76,"May 30, 2001","Tulln","Austria",NULL,"Arminia",20
"cb574619","2021-12-30 16:08:23","Hugo Mallo","DF (FB, right)","87% Right",173,69,"June 22, 1991","Marín","Spain",NULL,"Celta Vigo",30
"cb678320","2021-12-30 16:57:21","Luka Bogdan","DF","Right",195,NULL,"March 26, 1996","Split Opcina","Croatia",NULL,"Salernitana",25
"cbac6ec9","2021-12-30 16:43:15","Florian Müller","GK","76% Left",192,82,"November 13, 1997","Saarlouis","Germany",NULL,"Stuttgart",24
"cbdf7d5c","2021-12-30 16:09:25","Darío Poveda","FW",NULL,187,81,"March 13, 1997","San Vicent del Raspeig","Spain",NULL,"Getafe",24
"cbec0059","2021-12-30 16:11:19","Martín","MF","Right",180,69,"March 1, 1999","Jerez de la Frontera","Spain",NULL,"Cádiz",22
"cc1a0c57","2021-12-30 16:55:09","Jeroen Zoet","GK","86% Right",189,85,"January 6, 1991","Veendam","Netherlands","Netherlands","Spezia",30
"cc1c5035","2021-12-30 16:04:47","Iñaki Peña ","GK","Right",184,78,"March 2, 1999","Alicante","Spain",NULL,"Barcelona",22
"cc2d7ad5","2021-12-30 16:32:16","Charlie Taylor","DF (FB, left)","96% Left",175,70,"September 18, 1993","York","England",NULL,"Burnley",28
"cc3b8e78","2021-12-30 16:27:02","Luke Cundle","MF","Right",174,68,"April 26, 2002","England","United Kingdom",NULL,"Wolverhampton Wanderers",19
"cc41f558","2021-12-30 16:20:54","Matthieu Udol","DF (FB, left)","83% Left",178,74,"March 20, 1996","Metz","France",NULL,"Metz",25
"cc588cbe","2021-12-30 16:18:39","Habib Keita","FW","Left",182,72,"February 5, 2002",NULL,NULL,NULL,"Lyon",19
"cc700722","2021-12-30 16:30:28","Allan","DF-MF (CM-DM-FB, right)","91% Right",173,73,"January 8, 1991","Rio de Janeiro","Brazil","Brazil","Everton",30
"cc70a1d5","2021-12-30 16:28:44","Jack Butland","GK","85% Right",193,94,"March 10, 1993","Bristol","England","England","Crystal Palace",28
"cc77354e","2021-12-30 16:13:18","Boubacar Kamara","DF-MF (CB-DM)","87% Right",178,68,"November 23, 1999","Marseille","France",NULL,"Marseille",22
"cc83b74d","2021-12-30 16:12:56","Kasper Dolberg","FW","90% Right",186,82,"October 6, 1997","Silkeborg","Denmark","Denmark","Nice",24
"cc86b9a3","2021-12-30 16:34:35","Leon Goretzka","MF (AM-CM-DM)","93% Right",189,79,"February 6, 1995","Bochum","Germany","Germany","Bayern Munich",26
"cc972842","2021-12-30 16:22:01","Yanis Lhery","FW",NULL,NULL,NULL,"May 7, 2003",NULL,NULL,NULL,"Saint-Étienne",18
"ccb491d0","2021-12-30 16:00:58","Luis López","GK","Left",190,82,"May 8, 2001","Murcia","Spain",NULL,"Real Madrid",20
"ccc6d365","2021-12-30 16:42:39","Connor Noß","MF",NULL,181,74,"January 1, 2001","Düsseldorf","Germany",NULL,"Mönchengladbach",20
"ccce7025","2021-12-30 16:15:44","Sven Botman","DF (CB, left)","80% Left",195,86,"January 12, 2000","Amsterdam","Netherlands",NULL,"Lille",21
"cce181df","2021-12-30 16:03:19","Geoffrey Kondogbia","MF (CM-DM)","84% Left",188,79,"February 15, 1993","Nemours","France","Central African Republic","Atlético Madrid",28
"cce9f582","2021-12-30 16:52:26","Giangiacomo Magnani","DF (CB)","82% Right",191,85,"October 4, 1995","Correggio","Italy",NULL,"Verona",26
"ccee698e","2021-12-30 16:15:32","Anthony Limbombe","FW-MF (WM, left)","77% Right",182,77,"July 15, 1994","Bilzen","Belgium","Belgium","Nantes",27
"cd0a4650","2021-12-30 16:13:43","Paolo Sciortino","MF",NULL,NULL,NULL,"November 5, 2003","Marseille","France",NULL,"Marseille",18
"cd0fa27b","2021-12-30 16:44:36","Hakan Çalhanoğlu","FW-MF (AM-CM)","91% Right",176,73,"February 8, 1994","Mannheim","Germany","Turkey","Internazionale",27
"cd1acf9d","2021-12-30 16:23:25","Trent Alexander-Arnold","DF (FB, right)","88% Right",175,69,"October 7, 1998","Liverpool","England","England","Liverpool",23
"cd4256d3","2021-12-30 16:31:28","Lewis Bate","MF","Left",172,61,"October 29, 2002","England","United Kingdom",NULL,"Leeds United",19
"cd59b9df","2021-12-30 16:35:01","Gregor Kobel","GK","82% Right",194,88,"December 6, 1997","Zurich","Switzerland","Switzerland","Dortmund",24
"cd5e787a","2021-12-30 16:42:17","Jannis Lang","DF",NULL,NULL,NULL,"July 12, 2002",NULL,NULL,NULL,"Wolfsburg",19
"cd624832","2021-12-30 16:44:06","Arne Schulz","GK",NULL,190,78,"March 23, 2003","Bunde","Germany",NULL,"Arminia",18
"cd82452e","2021-12-30 16:42:41","André Hahn","FW-MF (WM)","82% Right",185,77,"August 13, 1990","Otterndorf","Germany","Germany","Augsburg",31
"cda0b317","2021-12-30 16:02:23","Joel Robles","GK","88% Right",195,84,"June 17, 1990","Getafe","Spain",NULL,"Real Betis",31
"cdc4458b","2021-12-30 16:16:58","Dion Moise Sahi","FW","Left",175,70,"December 20, 2001",NULL,NULL,NULL,"Strasbourg",20
"cde3309f","2021-12-30 16:33:14","Karl Darlow","GK","95% Right",185,74,"October 8, 1990","Northampton","England",NULL,"Newcastle United",31
"ce17b5eb","2021-12-30 16:37:29","Kevin Trapp","GK","86% Right",189,83,"July 8, 1990","Merzig","Germany","Germany","Eintracht Frankfurt",31
"ce1806be","2021-12-30 16:54:27","Sofian Kiyine","MF","86% Right",182,72,"October 2, 1997","Verviers","Belgium",NULL,"Venezia",24
"ce30bfc8","2021-12-30 16:44:53","Roberto Gagliardini","MF (CM-DM)","88% Right",188,77,"April 7, 1994","Bergamo","Italy","Italy","Internazionale",27
"ce4246f5","2021-12-30 16:23:17","Kurt Zouma","DF (CB)","79% Right",190,92,"October 27, 1994","Lyon","France","France","West Ham United",27
"ce492295","2021-12-30 16:20:13","Mexer","DF (CB)","88% Right",181,75,"September 8, 1988","Maputo","Mozambique","Mozambique","Bordeaux",33
"ce4f40c7","2021-12-30 16:16:05","Cheick Doucouré","MF (DM)","94% Right",180,73,"January 8, 2000","Bamako","Mali","Mali","Lens",21
"ce50fd99","2021-12-30 16:15:38","Jonathan David","FW-MF","76% Right",175,74,"January 14, 2000","Brooklyn","New York","Canada","Lille",21
"ce5143da","2021-12-30 16:28:07","Danny Welbeck","FW-MF (WM)","92% Right",185,72,"November 26, 1990","Manchester","England","England","Brighton & Hove Albion",31
"ce8039aa","2021-12-30 16:06:50","Nico Ribaudo","MF","90% Right",NULL,NULL,"April 11, 2001","Castelldefels","Spain",NULL,"Espanyol",20
"cea4ee8f","2021-12-30 16:25:33","Dele Alli","FW-MF (AM)","94% Right",188,76,"April 11, 1996","Milton Keynes","England","England","Tottenham Hotspur",25
"cea59f02","2021-12-30 16:20:00","Alidu Seidu","DF","Right",173,68,"June 4, 2000",NULL,NULL,NULL,"Clermont Foot",21
"cecbce23","2021-12-30 16:13:46","Alfred Gomis","GK","92% Right",196,86,"September 5, 1993","Ziguinchor","Senegal","Senegal","Rennes",28
"ced1d98f","2021-12-30 16:21:08","Amine Bassi","MF","Right",173,72,"November 27, 1997","Bezons","France",NULL,"Metz",24
"cee31595","2021-12-30 16:28:29","James McArthur","MF (CM)","75% Right",178,67,"October 7, 1987","Glasgow","Scotland","Scotland","Crystal Palace",34
"cee88597","2021-12-30 16:02:33","Iván Balliu","DF (FB, right)","92% Right",175,63,"January 1, 1992","Caldes de Malavella","Spain","Albania","Rayo Vallecano",29
"cf007308","2021-12-30 16:46:09","Elif Elmas","MF","85% Right",182,68,"September 24, 1999","Skopje","North Macedonia","North Macedonia","Napoli",22
"cf043a33","2021-12-30 16:48:13","Ebrima Darboe","MF","90% Right",178,70,"June 6, 2001","The Gambia
    
  ",NULL,"Gambia","Roma",20
"cf1c23d8","2021-12-30 16:53:21","Daniele Padelli","GK","Right",191,92,"October 25, 1985","Lecco","Italy",NULL,"Udinese",36
"cf1ef7ec","2021-12-30 16:15:00","Chrislain Matsima","DF","92% Right",190,83,"May 15, 2002","Nanterre","France",NULL,"Monaco",19
"cf59e05f","2021-12-30 16:00:51","Sergio Santos","DF","Right",178,70,"January 3, 2001","Leganés","Spain",NULL,"Real Madrid",20
"cf623c78","2021-12-30 16:37:45","Erik Durm","DF-FW-MF (FB)","75% Right",183,73,"May 12, 1992","Pirmasens","Germany","Germany","Eintracht Frankfurt",29
"cf7836a2","2021-12-30 16:15:06","Anthony Musaba","FW","Both",182,76,"December 6, 2000","Nijmegen","Netherlands",NULL,"Heerenveen",21
"cf961d8d","2021-12-30 16:54:52","Dimitris Nikolaou","DF (CB, left)","76% Left",178,70,"August 13, 1998","Greece
    
  ",NULL,"Greece","Spezia",23
"cfbf9881","2021-12-30 16:50:34","Ibrahima Mbaye","DF-MF (FB, right)","90% Right",188,70,"November 19, 1994","Guédiawaye","Senegal","Senegal","Bologna",27
"d0014c41","2021-12-30 16:20:05","Julien Boyer","DF","Left",176,76,"April 10, 1998","Cabestany","France",NULL,"Clermont Foot",23
"d0042ab9","2021-12-30 16:30:44","Mason Holgate","DF (CB)","84% Right",184,74,"October 22, 1996","Doncaster","England",NULL,"Everton",25
"d01231f0","2021-12-30 16:28:20","Andi Zeqiri","FW",NULL,185,78,"June 22, 1999","Lausanne","Switzerland","Switzerland","Augsburg",22
"d01b9ad6","2021-12-30 16:42:37","Torben Müsel","FW",NULL,185,76,"July 25, 1999","Grünstadt","Germany",NULL,"Mönchengladbach",22
"d01f8942","2021-12-30 16:28:54","Scott Banks","MF","Left",183,72,"September 26, 2001","Scotland","United Kingdom",NULL,"Crystal Palace",20
"d023d70f","2021-12-30 16:50:59","Karol Linetty","MF (CM-DM, left)","66% Right",176,73,"February 2, 1995","Żnin","Poland","Poland","Torino",26
"d04b94db","2021-12-30 16:26:41","Nélson Semedo","DF-MF (FB, right)","84% Right",177,65,"November 16, 1993","Lisbon","Portugal","Portugal","Wolverhampton Wanderers",28
"d0706b27","2021-12-30 16:28:20","Marc Guéhi","DF (CB)","69% Right",182,82,"July 13, 2000","Abidjan","Côte d'Ivoire",NULL,"Crystal Palace",21
"d080ed5e","2021-12-30 16:03:38","Mikel Merino","MF (CM-DM)","91% Left",188,78,"June 22, 1996","Pamplona","Spain","Spain","Real Sociedad",25
"d0b3ceb9","2021-12-30 16:31:49","Ben Foster","GK","81% Left",194,94,"April 3, 1983","Royal Leamington Spa","England","England","Watford",38
"d0d8dd44","2021-12-30 16:44:39","Stefan de Vrij","DF (CB-FB)","85% Right",189,78,"February 5, 1992","Ouderkerk aan den IJssel","Netherlands","Netherlands","Internazionale",29
"d0dbca9f","2021-12-30 16:53:51","Alex Ferrari","DF (FB, right)","82% Right",183,70,"July 1, 1994","Province of Modena","Italy",NULL,"Sampdoria",27
"d0f72bf1","2021-12-30 16:26:32","Max Kilman","DF","81% Left",192,78,"May 23, 1997","London","England",NULL,"Wolverhampton Wanderers",24
"d102b8a2","2021-12-30 16:31:30","Leo Fuhr Hjelde","DF","Left",188,75,"August 26, 2003",NULL,NULL,NULL,"Leeds United",18
"d125f22f","2021-12-30 16:54:14","David Okereke","FW","83% Right",182,78,"August 29, 1997","Lagos","Nigeria",NULL,"Venezia",24
"d1273f09","2021-12-30 16:42:42","Daniel Caligiuri","DF-MF (AM, right)","86% Right",182,79,"January 15, 1988","Villingen-Schwenningen","Germany","Italy","Augsburg",33
"d1661819","2021-12-30 16:38:26","Bastian Oczipka","DF-MF (FB, left)","82% Left",184,81,"January 12, 1989","Bergisch Gladbach","Germany",NULL,"Union Berlin",32
"d1828392","2021-12-30 16:21:10","Lenny Joseph","FW",NULL,NULL,NULL,"October 12, 2000",NULL,NULL,NULL,"Metz",21
"d183e9d6","2021-12-30 16:53:53","Nicola Murru","DF (FB, left)","94% Left",180,64,"December 16, 1994","Cagliari","Italy",NULL,"Sampdoria",27
"d1af27ed","2021-12-30 16:19:44","Sebastien Renot","GK","Right",185,80,"November 11, 1989","Dijon","France",NULL,"Troyes",32
"d1b060e2","2021-12-30 16:09:00","Abdón Prats","FW",NULL,NULL,NULL,"December 7, 1992","Artà","Spain",NULL,"Mallorca",29
"d1b49282","2021-12-30 16:53:29","Morten Thorsby","MF (CM, right)","83% Right",186,72,"May 5, 1996","Oslo","Norway","Norway","Sampdoria",25
"d2110326","2021-12-30 16:05:04","Mouctar Diakhaby","DF (CB)","89% Right",192,74,"December 19, 1996","Vendôme","France",NULL,"Valencia",25
"d21e361a","2021-12-30 16:17:26","Farid El Melali","MF","94% Right",168,60,"July 13, 1997","Blida","Algeria","Algeria","Angers",24
"d2416c2e","2021-12-30 16:40:12","Yussuf Poulsen","FW","83% Right",193,78,"June 15, 1994","Copenhagen","Denmark","Denmark","RB Leipzig",27
"d2424d1b","2021-12-30 16:23:07","Ben Chilwell","DF-MF (FB, left)","86% Left",178,71,"December 21, 1996","Milton Keynes","England","England","Chelsea",25
"d248cd8f","2021-12-30 16:34:28","Dayot Upamecano","DF (CB)","87% Right",188,79,"October 27, 1998","Évreux","France","France","Bayern Munich",23
"d25fee56","2021-12-30 16:43:53","Fabian Kunze","MF","89% Right",190,76,"June 14, 1998","Bielefeld","Germany",NULL,"Arminia",23
"d28339cb","2021-12-30 16:43:29","Fabian Bredlow","GK","62% Left",191,90,"March 2, 1995","Land Berlin","Germany",NULL,"Stuttgart",26
"d2aea9ac","2021-12-30 16:03:33","Ivan Šaponjić","FW","Both",189,84,"August 2, 1997","Nova Varoš","Serbia",NULL,"Atlético Madrid",24
"d2c580ce","2021-12-30 16:35:56","Yannik Keitel","MF","70% Right",185,82,"February 15, 2000",NULL,NULL,NULL,"Freiburg",21
"d2e8fd9b","2021-12-30 16:57:24","Filippo Delli Carri","DF",NULL,NULL,NULL,"May 3, 1999",NULL,NULL,NULL,"Salernitana",22
"d2ed99b4","2021-12-30 16:11:54","Alejandro Blesa","MF","Left",180,72,"January 15, 2002","Valencia","Spain",NULL,"Levante",19
"d2f94ed9","2021-12-30 16:08:12","Dario Ramos","GK","Right",190,78,"October 19, 1999","Valencia","Spain",NULL,"Osasuna",22
"d3096421","2021-12-30 16:43:30","Daniel Didavi","FW-MF (AM)","91% Left",179,77,"February 21, 1990","Nürtingen","Germany",NULL,"Stuttgart",31
"d3112d86","2021-12-30 16:43:58","Sebastian Vasiliadis","MF","79% Right",177,75,"October 4, 1997","Backnang","Germany",NULL,"Arminia",24
"d313e8ff","2021-12-30 16:22:39","CJ Egan-Riley","DF","Right",183,75,"January 2, 2003","England","United Kingdom",NULL,"Manchester City",18
"d3298c99","2021-12-30 16:55:07","Daniele Verde","FW-MF","87% Left",168,64,"June 20, 1996","Naples","Italy",NULL,"Spezia",25
"d33c706e","2021-12-30 16:12:53","Andy Delort","FW","94% Right",182,82,"October 9, 1991","Sète","France","Algeria","Nice",30
"d37aab95","2021-12-30 16:15:58","José Bica","FW","Right",176,66,"June 16, 2003",NULL,NULL,NULL,"Lille",18
"d37b0350","2021-12-30 16:56:31","Leonardo Pavoletti","FW","83% Right",186,78,"November 26, 1988","Livorno","Italy","Italy","Cagliari",33
"d38fdf53","2021-12-30 16:05:40","Pervis Estupiñán","DF (FB, left)","88% Left",175,79,"January 21, 1998","Esmeraldas","Ecuador","Ecuador","Villarreal",23
"d3aaad90","2021-12-30 16:48:09","Stephan El Shaarawy","FW-MF (AM-WM, left)","92% Right",178,72,"October 27, 1992","Savona","Italy","Italy","Roma",29
"d3b888e3","2021-12-30 16:56:42","Christian Oliva","MF","93% Right",178,75,"June 1, 1996","Uruguay","Uruguay",NULL,"Cagliari",25
"d3ce0e89","2021-12-30 16:27:41","Danny Ward","GK","Right",191,88,"June 22, 1993","Wrexham","Wales","Wales","Leicester City",28
"d3d758d8","2021-12-30 16:55:59","Valon Behrami","DF-MF (CM)","89% Right",184,78,"April 19, 1985","Kosovska Mitrovica","Kosovo","Switzerland","Genoa",36
"d3de9af0","2021-12-30 16:46:33","Duván Zapata","FW","77% Right",186,80,"April 1, 1991","Cali","Colombia","Colombia","Atalanta",30
"d44360be","2021-12-30 16:49:47","Filippo Bandinelli","MF (DM, left)","82% Left",180,70,"March 29, 1995","Florence","Italy",NULL,"Empoli",26
"d4535821","2021-12-30 16:49:14","Adam Marušić","DF-FW-MF (FB-WM)","87% Right",185,76,"October 17, 1992","Belgrade","Serbia","Montenegro","Lazio",29
"d4931a5a","2021-12-30 16:52:30","Nikola Kalinić","FW","92% Right",187,80,"January 5, 1988","Solin","Croatia","Croatia","Verona",33
"d49f3e6b","2021-12-30 16:09:51","Lucas Boyé","FW","81% Right",179,81,"February 28, 1996","San Gregorio","Argentina",NULL,"Elche",25
"d4a2533d","2021-12-30 16:42:13","Josip Brekalo","FW-MF (AM)","87% Right",180,72,"June 23, 1998","City of Zagreb","Croatia","Croatia","Torino",23
"d4b73232","2021-12-30 16:05:06","Giorgi Mamardashvili","GK",NULL,NULL,NULL,"September 29, 2000","Georgia
    
  ",NULL,"Georgia","Valencia",21
"d4c9725f","2021-12-30 16:45:11","Theo Hernández","DF (FB, left)","93% Left",184,78,"October 6, 1997","Marseille","France","France","Milan",24
"d4d35152","2021-12-30 16:17:53","Hugo Magnetti","MF","90% Right",180,75,"May 30, 1998","Marseille","France",NULL,"Brest",23
"d4fa7d01","2021-12-30 16:13:10","Robson Bambu","DF","82% Right",184,65,"November 12, 1997","São Vicente","Brazil",NULL,"Nice",24
"d541e703","2021-12-30 16:57:16","Freddie Veseli","DF (CB-FB, right)","78% Right",183,80,"November 20, 1992","Renens","Switzerland","Albania","Salernitana",29
"d5575935","2021-12-30 16:18:59","Valon Berisha","MF (AM-CM)","89% Right",181,75,"February 7, 1993","Malmo","Sweden","Kosovo","Reims",28
"d557d734","2021-12-30 16:25:44","Matt Doherty","DF-MF (FB-WM, right)","94% Right",182,76,"January 16, 1992","Dublin","Republic of Ireland","Republic of Ireland","Tottenham Hotspur",29
"d56543a0","2021-12-30 16:33:21","Ryan Fraser","FW-MF (WM)","81% Right",163,70,"February 24, 1994","Aberdeen","Scotland","Scotland","Newcastle United",27
"d56b9520","2021-12-30 16:18:18","Malo Gusto","DF","83% Right",179,66,"May 19, 2003","Lyon","France",NULL,"Lyon",18
"d5d22a58","2021-12-30 16:15:53","Gabriel Gudmundsson","DF-MF",NULL,181,76,"April 29, 1999","Malmö","Sweden",NULL,"Lille",22
"d5dd5f1f","2021-12-30 16:24:13","Pierre-Emerick Aubameyang","FW-MF (WM)","89% Right",187,80,"June 18, 1989","Laval","France","Gabon","Arsenal",32
"d5f2f82b","2021-12-30 16:12:00","Marquinhos","DF-MF (CB-FB, right)","81% Right",183,75,"May 14, 1994","São Paulo","Brazil","Brazil","Paris Saint-Germain",27
"d60c03a9","2021-12-30 16:33:38","Joe White","MF","Left",186,74,"October 1, 2002","England","United Kingdom",NULL,"Newcastle United",19
"d60c26fc","2021-12-30 16:53:13","Fernando Forestieri","FW-MF","93% Right",173,70,"January 15, 1990","Rosario","Argentina",NULL,"Udinese",31
"d637fc22","2021-12-30 16:08:58","Rodrigo Battaglia","MF (CM-DM)","82% Right",186,74,"July 12, 1991","Morón","Argentina","Argentina","Mallorca",30
"d65cf468","2021-12-30 16:48:56","Alessandro Bianco","MF","Right",183,71,"October 1, 2002","Torino","Italy",NULL,"Fiorentina",19
"d67bf53b","2021-12-30 16:57:27","Jacopo De Matteis","GK",NULL,NULL,NULL,"December 28, 2002",NULL,NULL,NULL,"Salernitana",19
"d6862409","2021-12-30 16:42:55","Florian Niederlechner","FW","80% Right",186,86,"October 24, 1990","Ebersberg","Germany",NULL,"Augsburg",31
"d686dbc0","2021-12-30 16:44:01","Nathan de Medina","DF","83% Right",180,78,"October 8, 1997","Mouscron","Belgium",NULL,"Arminia",24
"d697a2d0","2021-12-30 16:55:18","Suf Podgoreanu","FW","Right",193,76,"January 20, 2002",NULL,NULL,"Israel","Spezia",19
"d6a889ea","2021-12-30 16:46:18","Kévin Malcuit","DF-FW-MF (FB-WM, right)","93% Right",178,77,"July 31, 1991","Châtenay-Malabry","France",NULL,"Napoli",30
"d6e3d7fb","2021-12-30 16:10:54","Jesús Owono","GK",NULL,NULL,NULL,"March 1, 2001",NULL,NULL,"Equatorial Guinea","Alavés",20
"d6e53a3a","2021-12-30 16:47:10","Matthijs de Ligt","DF (CB)","81% Right",188,87,"August 12, 1999","Leiderdorp","Netherlands","Netherlands","Juventus",22
"d6f6ce93","2021-12-30 16:18:36","Julian Pollersbeck","GK","75% Right",195,85,"August 16, 1994","Altötting","Germany",NULL,"Lyon",27
"d6f88a1d","2021-12-30 16:53:39","Adrien Silva","MF (CM-DM)","81% Right",175,75,"March 15, 1989","Angoulême","France","Portugal","Sampdoria",32
"d705ba44","2021-12-30 16:51:10","Andrea Belotti","FW","80% Right",181,72,"December 20, 1993","Calcinate","Italy","Italy","Torino",28
"d70ce98e","2021-12-30 16:12:08","Lionel Messi","FW-MF (WM)","91% Left",170,72,"June 24, 1987","Rosario","Argentina","Argentina","Paris Saint-Germain",34
"d711d04f","2021-12-30 16:55:37","Goran Pandev","FW","80% Left",184,74,"July 27, 1983","Strumica","North Macedonia","North Macedonia","Genoa",38
"d733aa38","2021-12-30 16:07:54","Roberto Torres","MF (WM, right)","83% Right",178,72,"March 7, 1989","Pamplona","Spain",NULL,"Osasuna",32
"d7492450","2021-12-30 16:28:59","Martin Kelly","DF-MF (CB-FB, right)","88% Right",191,77,"April 27, 1990","Whiston","England","England","Crystal Palace",31
"d7553721","2021-12-30 16:25:41","Giovani Lo Celso","MF (CM)","89% Left",175,68,"April 9, 1996","Rosario","Argentina","Argentina","Tottenham Hotspur",25
"d75f3980","2021-12-30 16:17:55","Jere Uronen","DF (CB-FB, left)","87% Left",177,69,"July 13, 1994","Turku","Finland","Finland","Brest",27
"d781d855","2021-12-30 16:34:27","Alphonso Davies","DF-FW-MF (FB, left)","83% Left",178,69,"November 2, 2000","Monrovia","Liberia","Canada","Bayern Munich",21
"d7918b13","2021-12-30 16:49:44","Liam Henderson","MF (CM)","87% Right",183,78,"April 25, 1996","Livingston","Scotland",NULL,"Empoli",25
"d79a8c87","2021-12-30 16:24:20","Rob Holding","DF (CB)","84% Right",183,75,"September 20, 1995","Tameside","England",NULL,"Arsenal",26
"d7a35008","2021-12-30 16:54:04","Nicola Ravaglia","GK",NULL,184,75,"December 12, 1988","Forlì","Italy",NULL,"Sampdoria",33
"d7d32194","2021-12-30 16:55:32","Mattia Destro","FW","90% Right",181,72,"March 20, 1991","Ascoli Piceno","Italy","Italy","Genoa",30
"d80b1835","2021-12-30 16:52:43","Gianluca Frabotta","DF","91% Left",187,78,"June 24, 1999","Rome","Italy",NULL,"Verona",22
"d83bbc54","2021-12-30 16:04:50","Daniel Wass","DF-MF (AM-CM-FB-WM, right)","91% Right",181,74,"May 31, 1989","Gladsaxe Municipality","Denmark","Denmark","Valencia",32
"d83f09ff","2021-12-30 16:06:59","Miguel Juan Llambrich","DF (FB, right)","90% Right",178,70,"January 18, 1996","Benidorm","Spain",NULL,"Espanyol",25
"d847944b","2021-12-30 16:44:05","Christian Gebauer","FW-MF",NULL,187,80,"December 20, 1993","Innsbruck","Austria",NULL,"Ingolstadt 04",28
"d854c9d0","2021-12-30 16:08:41","Fernando Medrano","DF",NULL,NULL,NULL,"March 26, 2000",NULL,NULL,NULL,"Celta Vigo",21
"d85c238b","2021-12-30 16:49:25","Mattia Zaccagni","FW-MF (AM, left)","85% Right",176,63,"June 16, 1995","Cesena","Italy",NULL,"Lazio",26
"d86a1f3e","2021-12-30 16:30:57","Tyler Onyango","MF","Right",190,75,"March 4, 2003","Luton","England",NULL,"Everton",18
"d8712bf9","2021-12-30 16:02:47","Bebé","FW-MF (AM-WM)","80% Right",190,82,"July 12, 1990","Cacém","Portugal",NULL,"Rayo Vallecano",31
"d87e2cae","2021-12-30 16:01:43","Willian José","FW","88% Right",186,81,"November 23, 1991","Porto Calvo","Brazil",NULL,"Real Betis",30
"d8800a46","2021-12-30 16:55:02","Petko Hristov","DF","82% Right",NULL,NULL,"March 1, 1999","Sofia-Capital","Bulgaria","Bulgaria","Spezia",22
"d88b5ba7","2021-12-30 16:09:43","Diego López","MF",NULL,NULL,NULL,"October 21, 2001",NULL,NULL,NULL,"Getafe",20
"d88d2aed","2021-12-30 16:10:19","César","MF",NULL,NULL,NULL,"April 23, 2001",NULL,NULL,NULL,"Elche",20
"d8931174","2021-12-30 16:25:55","Harry Maguire","DF (CB, left)","86% Right",188,79,"March 5, 1993","Sheffield","England","England","Manchester United",28
"d8c19a60","2021-12-30 16:19:09","Ibrahim Diakité","DF",NULL,NULL,NULL,"October 31, 2003",NULL,NULL,NULL,"Reims",18
"d8c54a50","2021-12-30 16:50:03","Simone Canestrelli","DF",NULL,NULL,NULL,"September 11, 2000",NULL,NULL,NULL,"Crotone",21
"d93c2511","2021-12-30 16:25:56","Scott McTominay","MF (DM, right)","93% Right",192,85,"December 8, 1996","Lancaster","England","Scotland","Manchester United",25
"d9565625","2021-12-30 16:26:15","Diogo Dalot","DF (FB)","89% Right",184,76,"March 18, 1999","Braga Municipality","Portugal","Portugal","Manchester United",22
"d9624b51","2021-12-30 16:52:24","Federico Ceccherini","DF (CB)","66% Right",187,75,"May 11, 1992","Livorno","Italy",NULL,"Verona",29
"d9764034","2021-12-30 16:14:49","Guillermo Maripán","DF (CB)","91% Right",193,83,"May 6, 1994","San Miguel","Chile","Chile","Monaco",27
"d97f2e8d","2021-12-30 16:53:57","Fabio Depaoli","DF-MF","93% Right",178,74,"April 24, 1997","Riva del Garda","Italy",NULL,"Sampdoria",24
"d995ed27","2021-12-30 16:48:24","Giacomo Bonaventura","MF (AM-CM)","81% Right",180,75,"August 22, 1989","San Severino Marche","Italy","Italy","Fiorentina",32
"d9a66c60","2021-12-30 16:14:40","Petar Škuletić","FW","Both",190,87,"June 29, 1990","Opština Nikšić","Montenegro","Serbia",NULL,31
"d9ba39fc","2021-12-30 16:03:58","Diego Rico","DF (FB, left)","94% Left",181,75,"February 23, 1993","Burgos","Spain",NULL,"Real Sociedad",28
"d9d96d02","2021-12-30 16:46:30","Balla Manè","DF",NULL,NULL,NULL,"November 19, 2003",NULL,NULL,NULL,"Napoli",18
"d9e196bf","2021-12-30 16:37:21","Marco John","MF","84% Left",182,70,"April 2, 2002","Bad Friedrichshall","Germany",NULL,"Hoffenheim",19
"d9ebed1c","2021-12-30 16:47:51","Filippo Ranocchia","MF","Both",186,76,"May 14, 2001","Perugia","Italy",NULL,"Vicenza",20
"da052c14","2021-12-30 16:28:29","Jordan Ayew","FW-MF","94% Right",182,81,"September 11, 1991","Marseille","France","Ghana","Crystal Palace",30
"da27e268","2021-12-30 16:34:51","Marc Roca","MF (CM-DM)","81% Left",184,74,"November 26, 1996","Vilafranca del Penedès","Spain",NULL,"Bayern Munich",25
"da4d670f","2021-12-30 16:12:44","Xavi Simons","MF","Right",168,61,"April 21, 2003","Amsterdam","Netherlands",NULL,"Paris Saint-Germain",18
"da4e70e5","2021-12-30 16:02:18","Calderón","MF","Both",170,60,"January 7, 2000",NULL,NULL,NULL,"Real Betis",21
"da5a981b","2021-12-30 16:55:05","Jacopo Sala","DF-FW-MF (AM-FB-WM, right)","89% Right",184,75,"December 5, 1991","Bergamo","Italy",NULL,"Spezia",30
